"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k"
"4064","South-East Asia","2009",48,2009-11-29,70,0,9,0,39,53,17,616,0.086038961038961,0.0275974025974026,173591950765.286,4.03244503511843e-05
"4065","South-East Asia","2009",49,2009-12-06,61,0,7,0,34,41,20,563,0.0728241563055062,0.0355239786856128,173591950765.286,3.51398781631749e-05
"4066","South-East Asia","2009",50,2009-12-13,67,0,1,1,28,43,24,517,0.0831721470019342,0.04642166344294,173591950765.286,3.85962596218479e-05
"4067","South-East Asia","2009",51,2009-12-20,58,1,0,0,22,45,13,599,0.0751252086811352,0.0217028380634391,173591950765.286,3.34116874338385e-05
"4068","South-East Asia","2009",52,2009-12-27,39,0,0,0,18,18,21,385,0.0467532467532468,0.0545454545454545,173591950765.286,2.24664794813741e-05
"4069","South-East Asia","2009",53,2010-01-03,17,0,0,0,4,16,1,120,0.133333333333333,0.00833333333333333,173591950765.286,9.79308079957334e-06
"4070","South-East Asia","2010",1,2010-01-10,132,0,3,0,101,115,17,846,0.135933806146572,0.0200945626477541,173591950765.286,7.60403920908048e-05
"4071","South-East Asia","2010",2,2010-01-17,266,1,5,0,222,247,19,1066,0.231707317073171,0.0178236397748593,173591950765.286,0.0001532329113345
"4072","South-East Asia","2010",3,2010-01-24,161,0,6,0,135,146,15,976,0.149590163934426,0.0153688524590164,173591950765.286,9.2746235807724e-05
"4073","South-East Asia","2010",4,2010-01-31,159,0,5,0,136,141,18,1062,0.132768361581921,0.0169491525423729,173591950765.286,9.1594108654833e-05
"4074","South-East Asia","2010",5,2010-02-07,164,0,3,0,132,138,26,968,0.142561983471074,0.0268595041322314,173591950765.286,9.44744265370604e-05
"4075","South-East Asia","2010",6,2010-02-14,175,0,7,0,127,135,40,886,0.152370203160271,0.0451467268623025,173591950765.286,0.000100811125877961
"4076","South-East Asia","2010",7,2010-02-21,121,0,13,0,97,112,9,698,0.160458452722063,0.0128939828080229,173591950765.286,6.97036927499044e-05
"4077","South-East Asia","2010",8,2010-02-28,132,1,12,1,92,107,25,832,0.128605769230769,0.0300480769230769,173591950765.286,7.60403920908048e-05
"4078","South-East Asia","2010",9,2010-03-07,94,0,26,0,52,80,14,768,0.104166666666667,0.0182291666666667,173591950765.286,5.41499761858761e-05
"4079","South-East Asia","2010",10,2010-03-14,95,0,16,0,57,75,20,735,0.102040816326531,0.0272108843537415,173591950765.286,5.47260397623216e-05
"4080","South-East Asia","2010",11,2010-03-21,97,0,12,0,51,64,33,684,0.0935672514619883,0.0482456140350877,173591950765.286,5.58781669152126e-05
"4081","South-East Asia","2010",12,2010-03-28,128,0,24,0,55,82,46,777,0.105534105534106,0.0592020592020592,173591950765.286,7.37361377850228e-05
"4082","South-East Asia","2010",13,2010-04-04,112,3,31,0,51,94,18,622,0.15112540192926,0.0289389067524116,173591950765.286,6.4519120561895e-05
"4083","South-East Asia","2010",14,2010-04-11,157,1,25,0,74,120,37,695,0.172661870503597,0.0532374100719424,173591950765.286,9.0441981501942e-05
"4084","South-East Asia","2010",15,2010-04-18,154,1,31,0,85,127,27,648,0.195987654320988,0.0416666666666667,173591950765.286,8.87137907726055e-05
"4085","South-East Asia","2010",16,2010-04-25,196,0,27,1,106,149,47,825,0.180606060606061,0.056969696969697,173591950765.286,0.000112908460983316
"4086","South-East Asia","2010",17,2010-05-02,199,0,40,0,108,154,45,775,0.198709677419355,0.0580645161290323,173591950765.286,0.000114636651712653
"4087","South-East Asia","2010",18,2010-05-09,352,1,76,0,200,289,63,916,0.315502183406114,0.0687772925764192,173591950765.286,0.000202774378908813
"4088","South-East Asia","2010",19,2010-05-16,295,0,66,0,158,234,61,821,0.285018270401949,0.074299634591961,173591950765.286,0.00016993875505142
"4089","South-East Asia","2010",20,2010-05-23,260,0,99,0,110,218,42,927,0.235167206040992,0.0453074433656958,173591950765.286,0.000149776529875828
"4090","South-East Asia","2010",21,2010-05-30,242,0,79,0,111,198,44,779,0.254172015404365,0.0564826700898588,173591950765.286,0.000139407385499809
"4091","South-East Asia","2010",22,2010-06-06,199,0,81,0,80,164,35,771,0.212710765239948,0.0453955901426719,173591950765.286,0.000114636651712653
"4092","South-East Asia","2010",23,2010-06-13,181,0,73,0,77,150,31,699,0.214592274678112,0.0443490701001431,173591950765.286,0.000104267507336634
"4093","South-East Asia","2010",24,2010-06-20,155,1,59,0,50,112,43,637,0.175824175824176,0.0675039246467818,173591950765.286,8.9289854349051e-05
"4094","South-East Asia","2010",25,2010-06-27,135,0,46,0,42,88,47,700,0.125714285714286,0.0671428571428571,173591950765.286,7.77685828201412e-05
"4095","South-East Asia","2010",26,2010-07-04,157,1,39,0,73,118,39,828,0.142512077294686,0.0471014492753623,173591950765.286,9.0441981501942e-05
"4096","South-East Asia","2010",27,2010-07-11,175,1,46,0,71,124,51,834,0.148681055155875,0.0611510791366906,173591950765.286,0.000100811125877961
"4097","South-East Asia","2010",28,2010-07-18,232,0,46,0,108,158,74,843,0.187425860023725,0.0877817319098458,173591950765.286,0.000133646749735354
"4098","South-East Asia","2010",29,2010-07-25,232,0,52,0,83,150,82,899,0.166852057842047,0.0912124582869855,173591950765.286,0.000133646749735354
"4099","South-East Asia","2010",30,2010-08-01,253,0,39,0,102,160,93,890,0.179775280898876,0.104494382022472,173591950765.286,0.000145744084840709
"4100","South-East Asia","2010",31,2010-08-08,249,0,56,0,77,152,97,836,0.181818181818182,0.116028708133971,173591950765.286,0.000143439830534927
"4101","South-East Asia","2010",32,2010-08-15,269,1,76,0,77,190,79,903,0.210409745293466,0.0874861572535991,173591950765.286,0.000154961102063837
"4102","South-East Asia","2010",33,2010-08-22,342,1,98,0,82,211,131,1004,0.210159362549801,0.130478087649402,173591950765.286,0.000197013743144358
"4103","South-East Asia","2010",34,2010-08-29,394,1,85,0,113,243,151,1010,0.240594059405941,0.149504950495049,173591950765.286,0.000226969049119523
"4104","South-East Asia","2010",35,2010-09-05,309,2,60,0,110,202,107,899,0.224694104560623,0.119021134593993,173591950765.286,0.000178003645121657
"4105","South-East Asia","2010",36,2010-09-12,249,0,51,0,83,152,97,780,0.194871794871795,0.124358974358974,173591950765.286,0.000143439830534927
"4106","South-East Asia","2010",37,2010-09-19,339,1,73,0,118,225,114,1083,0.207756232686981,0.105263157894737,173591950765.286,0.000195285552415021
"4107","South-East Asia","2010",38,2010-09-26,355,1,107,0,100,210,145,1118,0.18783542039356,0.129695885509839,173591950765.286,0.000204502569638149
"4108","South-East Asia","2010",39,2010-10-03,330,1,89,0,120,210,120,1096,0.191605839416058,0.109489051094891,173591950765.286,0.000190100980227012
"4109","South-East Asia","2010",40,2010-10-10,242,0,86,0,59,145,97,932,0.155579399141631,0.104077253218884,173591950765.286,0.000139407385499809
"4110","South-East Asia","2010",41,2010-10-17,294,1,101,0,67,172,122,936,0.183760683760684,0.13034188034188,173591950765.286,0.000169362691474974
"4111","South-East Asia","2010",42,2010-10-24,202,0,79,0,54,133,69,720,0.184722222222222,0.0958333333333333,173591950765.286,0.000116364842441989
"4112","South-East Asia","2010",43,2010-10-31,275,1,121,0,68,191,84,824,0.231796116504854,0.101941747572816,173591950765.286,0.00015841748352251
"4113","South-East Asia","2010",44,2010-11-07,180,0,58,0,39,97,83,672,0.144345238095238,0.123511904761905,173591950765.286,0.000103691443760188
"4114","South-East Asia","2010",45,2010-11-14,122,0,32,0,29,62,60,641,0.0967238689547582,0.093603744149766,173591950765.286,7.02797563263499e-05
"4115","South-East Asia","2010",46,2010-11-21,104,1,17,0,22,40,64,564,0.0709219858156028,0.113475177304965,173591950765.286,5.9910611950331e-05
"4116","South-East Asia","2010",47,2010-11-28,126,1,18,0,26,47,79,685,0.0686131386861314,0.115328467153285,173591950765.286,7.25840106321318e-05
"4117","South-East Asia","2010",48,2010-12-05,76,0,5,0,23,31,45,590,0.0525423728813559,0.076271186440678,173591950765.286,4.37808318098573e-05
"4118","South-East Asia","2010",49,2010-12-12,95,1,8,0,26,36,59,542,0.0664206642066421,0.108856088560886,173591950765.286,5.47260397623216e-05
"4119","South-East Asia","2010",50,2010-12-19,99,1,8,0,34,66,33,532,0.12406015037594,0.0620300751879699,173591950765.286,5.70302940681036e-05
"4120","South-East Asia","2010",51,2010-12-26,87,0,9,0,33,47,40,543,0.0865561694290976,0.0736648250460405,173591950765.286,5.01175311507577e-05
"4121","South-East Asia","2010",52,2011-01-02,82,1,4,0,40,50,32,343,0.145772594752187,0.0932944606413994,173591950765.286,4.72372132685302e-05
"4122","South-East Asia","2011",1,2011-01-09,113,1,5,0,63,75,38,655,0.114503816793893,0.0580152671755725,173591950765.286,6.50951841383404e-05
"4123","South-East Asia","2011",2,2011-01-16,159,0,11,0,97,114,45,837,0.136200716845878,0.0537634408602151,173591950765.286,9.1594108654833e-05
"4124","South-East Asia","2011",3,2011-01-23,150,1,8,0,106,121,29,810,0.149382716049383,0.0358024691358025,173591950765.286,8.64095364668236e-05
"4125","South-East Asia","2011",4,2011-01-30,144,0,5,0,109,118,26,823,0.143377885783718,0.031591737545565,173591950765.286,8.29531550081506e-05
"4126","South-East Asia","2011",5,2011-02-06,81,1,5,0,54,63,18,611,0.103109656301146,0.0294599018003273,173591950765.286,4.66611496920847e-05
"4127","South-East Asia","2011",6,2011-02-13,133,0,4,1,93,102,31,729,0.139917695473251,0.0425240054869684,173591950765.286,7.66164556672502e-05
"4128","South-East Asia","2011",7,2011-02-20,119,0,8,0,96,105,14,700,0.15,0.02,173591950765.286,6.85515655970134e-05
"4129","South-East Asia","2011",8,2011-02-27,134,1,15,2,94,114,20,797,0.143036386449184,0.0250941028858218,173591950765.286,7.71925192436957e-05
"4130","South-East Asia","2011",9,2011-03-06,109,0,5,0,74,80,29,725,0.110344827586207,0.04,173591950765.286,6.27909298325585e-05
"4131","South-East Asia","2011",10,2011-03-13,120,0,1,0,94,96,24,850,0.112941176470588,0.0282352941176471,173591950765.286,6.91276291734589e-05
"4132","South-East Asia","2011",11,2011-03-20,116,2,4,0,84,93,23,691,0.134587554269175,0.0332850940665702,173591950765.286,6.68233748676769e-05
"4133","South-East Asia","2011",12,2011-03-27,84,1,2,0,61,69,15,778,0.0886889460154242,0.019280205655527,173591950765.286,4.83893404214212e-05
"4134","South-East Asia","2011",13,2011-04-03,73,0,5,0,53,60,13,703,0.085348506401138,0.0184921763869132,173591950765.286,4.20526410805208e-05
"4135","South-East Asia","2011",14,2011-04-10,44,0,3,1,31,35,9,610,0.0573770491803279,0.0147540983606557,173591950765.286,2.53467973636016e-05
"4136","South-East Asia","2011",15,2011-04-17,44,0,2,0,24,26,18,507,0.0512820512820513,0.0355029585798817,173591950765.286,2.53467973636016e-05
"4137","South-East Asia","2011",16,2011-04-24,35,0,5,1,19,27,8,559,0.0483005366726297,0.0143112701252236,173591950765.286,2.01622251755922e-05
"4138","South-East Asia","2011",17,2011-05-01,44,0,3,0,35,38,6,578,0.0657439446366782,0.0103806228373702,173591950765.286,2.53467973636016e-05
"4139","South-East Asia","2011",18,2011-05-08,41,0,7,0,23,31,10,507,0.0611439842209073,0.019723865877712,173591950765.286,2.36186066342651e-05
"4140","South-East Asia","2011",19,2011-05-15,23,0,3,0,13,16,7,537,0.0297951582867784,0.0130353817504655,173591950765.286,1.32494622582463e-05
"4141","South-East Asia","2011",20,2011-05-22,37,0,6,0,24,30,7,525,0.0571428571428571,0.0133333333333333,173591950765.286,2.13143523284832e-05
"4142","South-East Asia","2011",21,2011-05-29,64,0,11,0,26,43,21,691,0.0622286541244573,0.0303907380607815,173591950765.286,3.68680688925114e-05
"4143","South-East Asia","2011",22,2011-06-05,59,0,11,0,27,40,19,639,0.0625978090766823,0.0297339593114241,173591950765.286,3.39877510102839e-05
"4144","South-East Asia","2011",23,2011-06-12,61,0,15,1,33,49,12,650,0.0753846153846154,0.0184615384615385,173591950765.286,3.51398781631749e-05
"4145","South-East Asia","2011",24,2011-06-19,63,0,23,0,14,37,26,710,0.052112676056338,0.0366197183098592,173591950765.286,3.62920053160659e-05
"4146","South-East Asia","2011",25,2011-06-26,72,0,37,0,14,51,21,703,0.0725462304409673,0.0298719772403983,173591950765.286,4.14765775040753e-05
"4147","South-East Asia","2011",26,2011-07-03,90,0,39,0,29,68,22,701,0.0970042796005706,0.0313837375178317,173591950765.286,5.18457218800942e-05
"4148","South-East Asia","2011",27,2011-07-10,122,0,54,0,34,88,34,822,0.10705596107056,0.0413625304136253,173591950765.286,7.02797563263499e-05
"4149","South-East Asia","2011",28,2011-07-17,114,0,52,0,40,92,22,819,0.112332112332112,0.0268620268620269,173591950765.286,6.56712477147859e-05
"4150","South-East Asia","2011",29,2011-07-24,156,0,49,1,66,117,39,925,0.126486486486486,0.0421621621621622,173591950765.286,8.98659179254965e-05
"4151","South-East Asia","2011",30,2011-07-31,124,0,62,0,34,97,27,803,0.12079701120797,0.0336239103362391,173591950765.286,7.14318834792408e-05
"4152","South-East Asia","2011",31,2011-08-07,149,0,59,0,58,117,32,854,0.137002341920375,0.0374707259953162,173591950765.286,8.58334728903781e-05
"4153","South-East Asia","2011",32,2011-08-14,136,0,50,0,64,114,22,845,0.13491124260355,0.0260355029585799,173591950765.286,7.83446463965867e-05
"4154","South-East Asia","2011",33,2011-08-21,182,0,61,1,77,142,40,921,0.154180238870793,0.0434310532030402,173591950765.286,0.000104843570913079
"4155","South-East Asia","2011",34,2011-08-28,174,1,65,0,58,131,43,939,0.1395101171459,0.0457933972310969,173591950765.286,0.000100235062301515
"4156","South-East Asia","2011",35,2011-09-04,157,0,59,0,55,114,43,606,0.188118811881188,0.070957095709571,173591950765.286,9.0441981501942e-05
"4157","South-East Asia","2011",36,2011-09-11,191,0,64,0,52,120,71,859,0.139697322467986,0.0826542491268917,173591950765.286,0.000110028143101089
"4158","South-East Asia","2011",37,2011-09-18,127,0,42,0,25,74,53,860,0.086046511627907,0.0616279069767442,173591950765.286,7.31600742085773e-05
"4159","South-East Asia","2011",38,2011-09-25,164,0,52,0,48,110,54,899,0.122358175750834,0.0600667408231368,173591950765.286,9.44744265370604e-05
"4160","South-East Asia","2011",39,2011-10-02,180,0,43,0,52,103,77,829,0.124246079613993,0.0928829915560917,173591950765.286,0.000103691443760188
"4161","South-East Asia","2011",40,2011-10-09,156,0,63,0,33,97,59,744,0.130376344086022,0.0793010752688172,173591950765.286,8.98659179254965e-05
"4162","South-East Asia","2011",41,2011-10-16,201,0,51,0,64,115,86,859,0.133876600698487,0.10011641443539,173591950765.286,0.000115788778865544
"4163","South-East Asia","2011",42,2011-10-23,256,0,55,0,62,118,138,911,0.129527991218441,0.151481888035126,173591950765.286,0.000147472275570046
"4164","South-East Asia","2011",43,2011-10-30,238,0,36,0,71,108,130,851,0.126909518213866,0.152761457109283,173591950765.286,0.000137103131194027
"4165","South-East Asia","2011",44,2011-11-06,269,1,59,0,49,110,159,704,0.15625,0.225852272727273,173591950765.286,0.000154961102063837
"4166","South-East Asia","2011",45,2011-11-13,143,0,30,0,33,64,79,668,0.0958083832335329,0.118263473053892,173591950765.286,8.23770914317052e-05
"4167","South-East Asia","2011",46,2011-11-20,148,0,56,0,21,77,71,696,0.110632183908046,0.102011494252874,173591950765.286,8.52574093139326e-05
"4168","South-East Asia","2011",47,2011-11-27,114,0,41,0,17,60,54,694,0.0864553314121038,0.0778097982708934,173591950765.286,6.56712477147859e-05
"4169","South-East Asia","2011",48,2011-12-04,129,0,44,0,16,60,69,643,0.0933125972006221,0.107309486780715,173591950765.286,7.43122013614683e-05
"4170","South-East Asia","2011",49,2011-12-11,129,0,61,0,8,69,60,697,0.0989956958393113,0.0860832137733142,173591950765.286,7.43122013614683e-05
"4171","South-East Asia","2011",50,2011-12-18,102,0,36,0,7,46,56,576,0.0798611111111111,0.0972222222222222,173591950765.286,5.875848479744e-05
"4172","South-East Asia","2011",51,2011-12-25,63,1,12,0,17,31,32,495,0.0626262626262626,0.0646464646464646,173591950765.286,3.62920053160659e-05
"4173","South-East Asia","2011",52,2012-01-01,40,0,21,0,8,29,11,275,0.105454545454545,0.04,173591950765.286,2.30425430578196e-05
"4174","South-East Asia","2012",1,2012-01-08,112,0,43,0,15,59,53,528,0.111742424242424,0.100378787878788,173591950765.286,6.4519120561895e-05
"4175","South-East Asia","2012",2,2012-01-15,126,0,42,0,14,56,70,759,0.0737812911725955,0.0922266139657444,173591950765.286,7.25840106321318e-05
"4176","South-East Asia","2012",3,2012-01-22,90,0,44,2,12,58,32,638,0.0909090909090909,0.0501567398119122,173591950765.286,5.18457218800942e-05
"4177","South-East Asia","2012",4,2012-01-29,87,0,13,0,8,21,66,544,0.0386029411764706,0.121323529411765,173591950765.286,5.01175311507577e-05
"4178","South-East Asia","2012",5,2012-02-05,83,0,15,1,9,26,57,614,0.0423452768729642,0.0928338762214984,173591950765.286,4.78132768449757e-05
"4179","South-East Asia","2012",6,2012-02-12,128,0,21,0,10,32,96,729,0.0438957475994513,0.131687242798354,173591950765.286,7.37361377850228e-05
"4180","South-East Asia","2012",7,2012-02-19,122,0,9,0,16,25,97,773,0.0323415265200517,0.125485122897801,173591950765.286,7.02797563263499e-05
"4181","South-East Asia","2012",8,2012-02-26,93,0,7,1,6,14,79,674,0.0207715133531157,0.117210682492582,173591950765.286,5.35739126094306e-05
"4182","South-East Asia","2012",9,2012-03-04,80,0,12,0,8,20,60,700,0.0285714285714286,0.0857142857142857,173591950765.286,4.60850861156392e-05
"4183","South-East Asia","2012",10,2012-03-11,82,0,9,1,6,16,66,688,0.0232558139534884,0.0959302325581395,173591950765.286,4.72372132685302e-05
"4184","South-East Asia","2012",11,2012-03-18,79,0,11,0,8,20,59,657,0.030441400304414,0.0898021308980213,173591950765.286,4.55090225391938e-05
"4185","South-East Asia","2012",12,2012-03-25,61,0,5,0,8,13,48,649,0.0200308166409861,0.073959938366718,173591950765.286,3.51398781631749e-05
"4186","South-East Asia","2012",13,2012-04-01,67,0,7,0,3,10,57,683,0.0146412884333821,0.0834553440702782,173591950765.286,3.85962596218479e-05
"4187","South-East Asia","2012",14,2012-04-08,61,0,6,1,3,11,50,470,0.0234042553191489,0.106382978723404,173591950765.286,3.51398781631749e-05
"4188","South-East Asia","2012",15,2012-04-15,61,0,8,0,1,9,52,505,0.0178217821782178,0.102970297029703,173591950765.286,3.51398781631749e-05
"4189","South-East Asia","2012",16,2012-04-22,63,0,6,0,7,13,50,581,0.0223752151462995,0.0860585197934595,173591950765.286,3.62920053160659e-05
"4190","South-East Asia","2012",17,2012-04-29,65,0,16,0,5,22,43,514,0.0428015564202335,0.0836575875486381,173591950765.286,3.74441324689569e-05
"4191","South-East Asia","2012",18,2012-05-06,51,0,8,0,2,10,41,371,0.0269541778975741,0.110512129380054,173591950765.286,2.937924239872e-05
"4192","South-East Asia","2012",19,2012-05-13,58,0,19,0,7,26,32,422,0.0616113744075829,0.0758293838862559,173591950765.286,3.34116874338385e-05
"4193","South-East Asia","2012",20,2012-05-20,62,0,20,0,9,29,33,483,0.0600414078674948,0.0683229813664596,173591950765.286,3.57159417396204e-05
"4194","South-East Asia","2012",21,2012-05-27,60,0,20,0,10,30,30,425,0.0705882352941176,0.0705882352941176,173591950765.286,3.45638145867294e-05
"4195","South-East Asia","2012",22,2012-06-03,76,0,30,1,9,40,36,529,0.0756143667296786,0.0680529300567108,173591950765.286,4.37808318098573e-05
"4196","South-East Asia","2012",23,2012-06-10,85,0,44,0,9,54,31,559,0.0966010733452594,0.0554561717352415,173591950765.286,4.89654039978667e-05
"4197","South-East Asia","2012",24,2012-06-17,76,0,37,0,6,43,33,464,0.0926724137931035,0.0711206896551724,173591950765.286,4.37808318098573e-05
"4198","South-East Asia","2012",25,2012-06-24,85,0,53,0,7,61,24,548,0.111313868613139,0.0437956204379562,173591950765.286,4.89654039978667e-05
"4199","South-East Asia","2012",26,2012-07-01,83,0,47,0,10,57,26,550,0.103636363636364,0.0472727272727273,173591950765.286,4.78132768449757e-05
"4200","South-East Asia","2012",27,2012-07-08,90,0,41,0,7,49,41,574,0.0853658536585366,0.0714285714285714,173591950765.286,5.18457218800942e-05
"4201","South-East Asia","2012",28,2012-07-15,98,0,42,0,12,55,43,588,0.0935374149659864,0.0731292517006803,173591950765.286,5.64542304916581e-05
"4202","South-East Asia","2012",29,2012-07-22,111,0,84,0,5,91,20,566,0.160777385159011,0.0353356890459364,173591950765.286,6.39430569854495e-05
"4203","South-East Asia","2012",30,2012-07-29,149,0,93,0,22,119,30,642,0.185358255451713,0.0467289719626168,173591950765.286,8.58334728903781e-05
"4204","South-East Asia","2012",31,2012-08-05,80,0,38,0,9,59,21,449,0.131403118040089,0.0467706013363029,173591950765.286,4.60850861156392e-05
"4205","South-East Asia","2012",32,2012-08-12,103,0,46,0,25,74,29,602,0.122923588039867,0.0481727574750831,173591950765.286,5.93345483738855e-05
"4206","South-East Asia","2012",33,2012-08-19,108,0,50,0,26,77,31,556,0.138489208633094,0.0557553956834532,173591950765.286,6.2214866256113e-05
"4207","South-East Asia","2012",34,2012-08-26,77,0,27,0,21,48,29,401,0.119700748129676,0.0723192019950125,173591950765.286,4.43568953863028e-05
"4208","South-East Asia","2012",35,2012-09-02,46,0,37,0,4,42,4,352,0.119318181818182,0.0113636363636364,173591950765.286,2.64989245164926e-05
"4209","South-East Asia","2012",36,2012-09-09,95,0,35,0,22,67,28,605,0.110743801652893,0.0462809917355372,173591950765.286,5.47260397623216e-05
"4210","South-East Asia","2012",37,2012-09-16,146,0,50,0,46,99,47,707,0.14002828854314,0.0664780763790665,173591950765.286,8.41052821610416e-05
"4211","South-East Asia","2012",38,2012-09-23,140,0,39,0,38,80,60,621,0.128824476650564,0.0966183574879227,173591950765.286,8.06489007023687e-05
"4212","South-East Asia","2012",39,2012-09-30,123,0,24,0,37,65,58,622,0.104501607717042,0.0932475884244373,173591950765.286,7.08558199027953e-05
"4213","South-East Asia","2012",40,2012-10-07,100,0,23,0,36,61,39,641,0.0951638065522621,0.0608424336973479,173591950765.286,5.76063576445491e-05
"4214","South-East Asia","2012",41,2012-10-14,115,0,39,0,24,63,52,615,0.102439024390244,0.0845528455284553,173591950765.286,6.62473112912314e-05
"4215","South-East Asia","2012",42,2012-10-21,98,0,29,0,29,61,37,604,0.100993377483444,0.0612582781456954,173591950765.286,5.64542304916581e-05
"4216","South-East Asia","2012",43,2012-10-28,80,0,28,0,18,46,34,462,0.0995670995670996,0.0735930735930736,173591950765.286,4.60850861156392e-05
"4217","South-East Asia","2012",44,2012-11-04,99,0,34,0,21,62,37,502,0.123505976095618,0.0737051792828685,173591950765.286,5.70302940681036e-05
"4218","South-East Asia","2012",45,2012-11-11,113,0,41,0,21,65,48,560,0.116071428571429,0.0857142857142857,173591950765.286,6.50951841383404e-05
"4219","South-East Asia","2012",46,2012-11-18,117,0,32,0,31,63,54,578,0.108996539792388,0.0934256055363322,173591950765.286,6.73994384441224e-05
"4220","South-East Asia","2012",47,2012-11-25,98,0,33,0,18,51,47,569,0.0896309314586995,0.0826010544815466,173591950765.286,5.64542304916581e-05
"4221","South-East Asia","2012",48,2012-12-02,138,0,36,0,27,65,73,673,0.0965824665676077,0.108469539375929,173591950765.286,7.94967735494777e-05
"4222","South-East Asia","2012",49,2012-12-09,127,0,40,0,30,71,56,617,0.115072933549433,0.0907617504051864,173591950765.286,7.31600742085773e-05
"4223","South-East Asia","2012",50,2012-12-16,123,0,31,0,26,58,65,582,0.0996563573883162,0.111683848797251,173591950765.286,7.08558199027953e-05
"4224","South-East Asia","2012",51,2012-12-23,121,0,44,0,32,78,43,526,0.14828897338403,0.0817490494296578,173591950765.286,6.97036927499044e-05
"4225","South-East Asia","2012",52,2012-12-30,71,0,20,0,21,42,29,357,0.117647058823529,0.0812324929971989,173591950765.286,4.09005139276298e-05
"4226","South-East Asia","2013",1,2013-01-06,93,0,37,0,27,65,28,343,0.189504373177843,0.0816326530612245,173591950765.286,5.35739126094306e-05
"4227","South-East Asia","2013",2,2013-01-13,178,0,71,1,37,111,67,640,0.1734375,0.1046875,173591950765.286,0.000102539316607297
"4228","South-East Asia","2013",3,2013-01-20,185,0,64,1,53,120,65,676,0.177514792899408,0.0961538461538462,173591950765.286,0.000106571761642416
"4229","South-East Asia","2013",4,2013-01-27,160,0,60,3,35,99,61,666,0.148648648648649,0.0915915915915916,173591950765.286,9.21701722312785e-05
"4230","South-East Asia","2013",5,2013-02-03,204,0,76,0,38,114,90,714,0.159663865546218,0.126050420168067,173591950765.286,0.00011751696959488
"4231","South-East Asia","2013",6,2013-02-10,159,0,61,2,28,91,68,678,0.134218289085546,0.100294985250737,173591950765.286,9.1594108654833e-05
"4232","South-East Asia","2013",7,2013-02-17,111,0,33,2,22,57,54,532,0.107142857142857,0.101503759398496,173591950765.286,6.39430569854495e-05
"4233","South-East Asia","2013",8,2013-02-24,111,0,36,0,12,48,63,565,0.0849557522123894,0.111504424778761,173591950765.286,6.39430569854495e-05
"4234","South-East Asia","2013",9,2013-03-03,80,0,14,0,11,25,55,558,0.0448028673835125,0.0985663082437276,173591950765.286,4.60850861156392e-05
"4235","South-East Asia","2013",10,2013-03-10,96,0,21,0,21,42,54,512,0.08203125,0.10546875,173591950765.286,5.53021033387671e-05
"4236","South-East Asia","2013",11,2013-03-17,83,0,11,0,13,24,59,538,0.0446096654275093,0.109665427509294,173591950765.286,4.78132768449757e-05
"4237","South-East Asia","2013",12,2013-03-24,76,0,14,0,20,34,42,557,0.0610412926391382,0.0754039497307002,173591950765.286,4.37808318098573e-05
"4238","South-East Asia","2013",13,2013-03-31,69,0,8,1,8,17,52,450,0.0377777777777778,0.115555555555556,173591950765.286,3.97483867747389e-05
"4239","South-East Asia","2013",14,2013-04-07,75,0,13,1,9,23,52,495,0.0464646464646465,0.105050505050505,173591950765.286,4.32047682334118e-05
"4240","South-East Asia","2013",15,2013-04-14,53,0,12,0,16,28,25,416,0.0673076923076923,0.0600961538461538,173591950765.286,3.0531369551611e-05
"4241","South-East Asia","2013",16,2013-04-21,88,0,18,1,26,45,43,545,0.0825688073394495,0.0788990825688073,173591950765.286,5.06935947272032e-05
"4242","South-East Asia","2013",17,2013-04-28,70,0,22,0,22,44,26,570,0.0771929824561404,0.0456140350877193,173591950765.286,4.03244503511843e-05
"4243","South-East Asia","2013",18,2013-05-05,53,0,14,1,18,33,20,473,0.0697674418604651,0.0422832980972516,173591950765.286,3.0531369551611e-05
"4244","South-East Asia","2013",19,2013-05-12,68,0,26,0,18,44,24,501,0.0878243512974052,0.0479041916167665,173591950765.286,3.91723231982934e-05
"4245","South-East Asia","2013",20,2013-05-19,76,0,37,0,18,55,21,517,0.106382978723404,0.0406189555125725,173591950765.286,4.37808318098573e-05
"4246","South-East Asia","2013",21,2013-05-26,81,0,30,0,21,51,30,519,0.0982658959537572,0.0578034682080925,173591950765.286,4.66611496920847e-05
"4247","South-East Asia","2013",22,2013-06-02,94,0,39,0,26,65,29,568,0.11443661971831,0.051056338028169,173591950765.286,5.41499761858761e-05
"4248","South-East Asia","2013",23,2013-06-09,90,0,40,0,28,68,22,559,0.121645796064401,0.0393559928443649,173591950765.286,5.18457218800942e-05
"4249","South-East Asia","2013",24,2013-06-16,90,0,38,0,27,65,25,485,0.134020618556701,0.0515463917525773,173591950765.286,5.18457218800942e-05
"4250","South-East Asia","2013",25,2013-06-23,102,0,39,1,36,76,26,599,0.126878130217028,0.0434056761268781,173591950765.286,5.875848479744e-05
"4251","South-East Asia","2013",26,2013-06-30,110,0,29,1,42,72,38,576,0.125,0.0659722222222222,173591950765.286,6.3366993409004e-05
"4252","South-East Asia","2013",27,2013-07-07,82,0,33,1,34,68,14,553,0.122965641952984,0.0253164556962025,173591950765.286,4.72372132685302e-05
