"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k"
"2040","Middle Africa","2012",35,2012-09-02,13,0,13,0,0,13,0,113,0.115044247787611,0,28625707386.2857,4.54137248892168e-05
"2041","Middle Africa","2012",36,2012-09-09,10,0,10,0,0,10,0,126,0.0793650793650794,0,28625707386.2857,3.49336345301668e-05
"2042","Middle Africa","2012",37,2012-09-16,19,0,19,0,0,19,0,131,0.145038167938931,0,28625707386.2857,6.63739056073168e-05
"2043","Middle Africa","2012",38,2012-09-23,27,0,25,0,0,25,2,161,0.15527950310559,0.0124223602484472,28625707386.2857,9.43208132314502e-05
"2044","Middle Africa","2012",39,2012-09-30,35,0,33,0,0,33,2,187,0.176470588235294,0.0106951871657754,28625707386.2857,0.000122267720855584
"2045","Middle Africa","2012",40,2012-10-07,32,0,30,0,0,30,2,203,0.147783251231527,0.00985221674876847,28625707386.2857,0.000111787630496534
"2046","Middle Africa","2012",41,2012-10-14,48,0,47,0,0,47,1,209,0.22488038277512,0.00478468899521531,28625707386.2857,0.0001676814457448
"2047","Middle Africa","2012",42,2012-10-21,45,0,36,0,0,36,9,233,0.15450643776824,0.0386266094420601,28625707386.2857,0.00015720135538575
"2048","Middle Africa","2012",43,2012-10-28,40,0,35,0,0,35,5,207,0.169082125603865,0.0241545893719807,28625707386.2857,0.000139734538120667
"2049","Middle Africa","2012",44,2012-11-04,33,0,29,0,1,30,3,126,0.238095238095238,0.0238095238095238,28625707386.2857,0.00011528099394955
"2050","Middle Africa","2012",45,2012-11-11,36,0,30,0,1,31,5,182,0.17032967032967,0.0274725274725275,28625707386.2857,0.0001257610843086
"2051","Middle Africa","2012",46,2012-11-18,17,0,15,0,1,16,1,126,0.126984126984127,0.00793650793650794,28625707386.2857,5.93871787012835e-05
"2052","Middle Africa","2012",47,2012-11-25,23,0,10,0,6,16,7,155,0.103225806451613,0.0451612903225806,28625707386.2857,8.03473594193835e-05
"2053","Middle Africa","2012",48,2012-12-02,28,0,7,0,5,15,13,214,0.0700934579439252,0.0607476635514019,28625707386.2857,9.78141766844669e-05
"2054","Middle Africa","2012",49,2012-12-09,27,0,4,0,10,16,11,120,0.133333333333333,0.0916666666666667,28625707386.2857,9.43208132314502e-05
"2055","Middle Africa","2012",50,2012-12-16,21,0,0,0,14,15,6,91,0.164835164835165,0.0659340659340659,28625707386.2857,7.33606325133502e-05
"2056","Middle Africa","2012",51,2012-12-23,43,0,8,0,18,27,16,143,0.188811188811189,0.111888111888112,28625707386.2857,0.000150214628479717
"2057","Middle Africa","2012",52,2012-12-30,10,0,2,0,5,8,2,62,0.129032258064516,0.032258064516129,28625707386.2857,3.49336345301668e-05
"2058","Middle Africa","2013",1,2013-01-06,14,0,0,0,0,0,14,40,0,0.35,28625707386.2857,4.89070883422334e-05
"2059","Middle Africa","2013",2,2013-01-13,13,0,3,0,4,7,6,114,0.0614035087719298,0.0526315789473684,28625707386.2857,4.54137248892168e-05
"2060","Middle Africa","2013",3,2013-01-20,20,0,7,0,4,15,5,123,0.121951219512195,0.040650406504065,28625707386.2857,6.98672690603335e-05
"2061","Middle Africa","2013",4,2013-01-27,18,0,5,0,3,10,8,153,0.065359477124183,0.0522875816993464,28625707386.2857,6.28805421543002e-05
"2062","Middle Africa","2013",5,2013-02-03,19,0,5,0,6,12,7,125,0.096,0.056,28625707386.2857,6.63739056073168e-05
"2063","Middle Africa","2013",6,2013-02-10,18,0,6,0,6,14,4,145,0.096551724137931,0.0275862068965517,28625707386.2857,6.28805421543002e-05
"2064","Middle Africa","2013",7,2013-02-17,17,0,8,0,2,10,7,115,0.0869565217391304,0.0608695652173913,28625707386.2857,5.93871787012835e-05
"2065","Middle Africa","2013",8,2013-02-24,23,0,3,0,9,13,10,157,0.0828025477707006,0.0636942675159236,28625707386.2857,8.03473594193835e-05
"2066","Middle Africa","2013",9,2013-03-03,25,0,5,0,8,13,12,88,0.147727272727273,0.136363636363636,28625707386.2857,8.73340863254169e-05
"2067","Middle Africa","2013",10,2013-03-10,21,0,6,0,8,15,6,130,0.115384615384615,0.0461538461538462,28625707386.2857,7.33606325133502e-05
"2068","Middle Africa","2013",11,2013-03-17,26,0,5,0,11,20,6,139,0.143884892086331,0.0431654676258993,28625707386.2857,9.08274497784335e-05
"2069","Middle Africa","2013",12,2013-03-24,8,0,0,0,5,5,3,124,0.0403225806451613,0.0241935483870968,28625707386.2857,2.79469076241334e-05
"2070","Middle Africa","2013",13,2013-03-31,12,0,3,0,3,6,6,79,0.0759493670886076,0.0759493670886076,28625707386.2857,4.19203614362001e-05
"2071","Middle Africa","2013",14,2013-04-07,13,0,1,0,5,6,7,89,0.0674157303370786,0.0786516853932584,28625707386.2857,4.54137248892168e-05
"2072","Middle Africa","2013",15,2013-04-14,11,0,2,0,6,8,3,110,0.0727272727272727,0.0272727272727273,28625707386.2857,3.84269979831834e-05
"2073","Middle Africa","2013",16,2013-04-21,9,0,1,0,5,6,3,93,0.0645161290322581,0.032258064516129,28625707386.2857,3.14402710771501e-05
"2074","Middle Africa","2013",17,2013-04-28,27,0,1,0,9,10,17,126,0.0793650793650794,0.134920634920635,28625707386.2857,9.43208132314502e-05
"2075","Middle Africa","2013",18,2013-05-05,26,0,3,0,15,18,8,112,0.160714285714286,0.0714285714285714,28625707386.2857,9.08274497784335e-05
"2076","Middle Africa","2013",19,2013-05-12,29,0,0,0,21,21,8,87,0.241379310344828,0.0919540229885057,28625707386.2857,0.000101307540137484
"2077","Middle Africa","2013",20,2013-05-19,26,0,2,0,13,15,11,91,0.164835164835165,0.120879120879121,28625707386.2857,9.08274497784335e-05
"2078","Middle Africa","2013",21,2013-05-26,16,0,0,0,7,7,9,105,0.0666666666666667,0.0857142857142857,28625707386.2857,5.58938152482668e-05
"2079","Middle Africa","2013",22,2013-06-02,14,0,0,0,10,10,4,88,0.113636363636364,0.0454545454545455,28625707386.2857,4.89070883422334e-05
"2080","Middle Africa","2013",23,2013-06-09,21,0,0,0,9,9,12,126,0.0714285714285714,0.0952380952380952,28625707386.2857,7.33606325133502e-05
"2081","Middle Africa","2013",24,2013-06-16,17,0,0,0,11,11,6,122,0.0901639344262295,0.0491803278688525,28625707386.2857,5.93871787012835e-05
"2082","Middle Africa","2013",25,2013-06-23,5,0,1,0,0,1,4,76,0.0131578947368421,0.0526315789473684,28625707386.2857,1.74668172650834e-05
"2083","Middle Africa","2013",26,2013-06-30,8,0,0,0,3,3,5,120,0.025,0.0416666666666667,28625707386.2857,2.79469076241334e-05
"2084","Middle Africa","2013",27,2013-07-07,7,0,0,0,0,0,7,89,0,0.0786516853932584,28625707386.2857,2.44535441711167e-05
"2085","Middle Africa","2013",28,2013-07-14,11,0,0,0,1,1,10,93,0.010752688172043,0.10752688172043,28625707386.2857,3.84269979831834e-05
"2086","Middle Africa","2013",29,2013-07-21,12,0,1,0,2,3,9,118,0.0254237288135593,0.076271186440678,28625707386.2857,4.19203614362001e-05
"2087","Middle Africa","2013",30,2013-07-28,9,0,0,0,2,2,7,107,0.0186915887850467,0.0654205607476635,28625707386.2857,3.14402710771501e-05
"2088","Middle Africa","2013",31,2013-08-04,7,0,0,0,0,0,7,71,0,0.0985915492957746,28625707386.2857,2.44535441711167e-05
"2089","Middle Africa","2013",32,2013-08-11,6,0,0,0,0,0,6,79,0,0.0759493670886076,28625707386.2857,2.09601807181001e-05
"2090","Middle Africa","2013",33,2013-08-18,8,0,0,0,0,0,8,64,0,0.125,28625707386.2857,2.79469076241334e-05
"2091","Middle Africa","2013",34,2013-08-25,9,0,1,0,1,2,7,121,0.0165289256198347,0.0578512396694215,28625707386.2857,3.14402710771501e-05
"2092","Middle Africa","2013",35,2013-09-01,28,0,2,0,0,2,26,114,0.0175438596491228,0.228070175438596,28625707386.2857,9.78141766844669e-05
"2093","Middle Africa","2013",36,2013-09-08,20,0,0,0,1,1,19,102,0.00980392156862745,0.186274509803922,28625707386.2857,6.98672690603335e-05
"2094","Middle Africa","2013",37,2013-09-15,25,0,9,0,1,11,14,117,0.094017094017094,0.11965811965812,28625707386.2857,8.73340863254169e-05
"2095","Middle Africa","2013",38,2013-09-22,22,0,14,0,3,17,5,92,0.184782608695652,0.0543478260869565,28625707386.2857,7.68539959663669e-05
"2096","Middle Africa","2013",39,2013-09-29,7,0,6,0,0,6,1,124,0.0483870967741935,0.00806451612903226,28625707386.2857,2.44535441711167e-05
"2097","Middle Africa","2013",40,2013-10-06,4,0,2,0,2,4,0,60,0.0666666666666667,0,28625707386.2857,1.39734538120667e-05
"2098","Middle Africa","2013",41,2013-10-13,24,0,6,0,8,14,10,138,0.101449275362319,0.072463768115942,28625707386.2857,8.38407228724002e-05
"2099","Middle Africa","2013",42,2013-10-20,16,0,9,0,3,12,4,128,0.09375,0.03125,28625707386.2857,5.58938152482668e-05
"2100","Middle Africa","2013",43,2013-10-27,14,0,9,0,3,12,2,185,0.0648648648648649,0.0108108108108108,28625707386.2857,4.89070883422334e-05
"2101","Middle Africa","2013",44,2013-11-03,17,0,14,0,1,15,2,142,0.105633802816901,0.0140845070422535,28625707386.2857,5.93871787012835e-05
"2102","Middle Africa","2013",45,2013-11-10,14,0,6,0,4,11,3,155,0.0709677419354839,0.0193548387096774,28625707386.2857,4.89070883422334e-05
"2103","Middle Africa","2013",46,2013-11-17,30,0,11,0,6,18,12,184,0.0978260869565217,0.0652173913043478,28625707386.2857,0.0001048009035905
"2104","Middle Africa","2013",47,2013-11-24,29,0,12,0,6,19,10,155,0.12258064516129,0.0645161290322581,28625707386.2857,0.000101307540137484
"2105","Middle Africa","2013",48,2013-12-01,25,0,11,0,1,12,13,122,0.0983606557377049,0.10655737704918,28625707386.2857,8.73340863254169e-05
"2106","Middle Africa","2013",49,2013-12-08,24,0,9,0,7,16,8,116,0.137931034482759,0.0689655172413793,28625707386.2857,8.38407228724002e-05
"2107","Middle Africa","2013",50,2013-12-15,36,0,17,0,3,23,13,145,0.158620689655172,0.0896551724137931,28625707386.2857,0.0001257610843086
"2108","Middle Africa","2013",51,2013-12-22,39,0,13,0,9,23,16,127,0.181102362204724,0.125984251968504,28625707386.2857,0.00013624117466765
"2109","Middle Africa","2013",52,2013-12-29,17,0,4,0,1,5,12,63,0.0793650793650794,0.19047619047619,28625707386.2857,5.93871787012835e-05
"2110","Middle Africa","2014",1,2014-01-05,10,0,4,0,1,5,5,45,0.111111111111111,0.111111111111111,28625707386.2857,3.49336345301668e-05
"2111","Middle Africa","2014",2,2014-01-12,20,0,16,0,1,18,2,103,0.174757281553398,0.0194174757281553,28625707386.2857,6.98672690603335e-05
"2112","Middle Africa","2014",3,2014-01-19,25,0,12,0,4,17,8,99,0.171717171717172,0.0808080808080808,28625707386.2857,8.73340863254169e-05
"2113","Middle Africa","2014",4,2014-01-26,26,0,9,0,4,15,11,140,0.107142857142857,0.0785714285714286,28625707386.2857,9.08274497784335e-05
"2114","Middle Africa","2014",5,2014-02-02,13,0,2,0,1,6,7,147,0.0408163265306122,0.0476190476190476,28625707386.2857,4.54137248892168e-05
"2115","Middle Africa","2014",6,2014-02-09,16,0,3,0,0,7,9,124,0.0564516129032258,0.0725806451612903,28625707386.2857,5.58938152482668e-05
"2116","Middle Africa","2014",7,2014-02-16,12,0,4,0,0,4,8,100,0.04,0.08,28625707386.2857,4.19203614362001e-05
"2117","Middle Africa","2014",8,2014-02-23,9,0,0,0,2,3,6,138,0.0217391304347826,0.0434782608695652,28625707386.2857,3.14402710771501e-05
"2118","Middle Africa","2014",9,2014-03-02,10,0,0,0,0,0,10,160,0,0.0625,28625707386.2857,3.49336345301668e-05
"2119","Middle Africa","2014",10,2014-03-09,12,0,0,0,0,0,12,150,0,0.08,28625707386.2857,4.19203614362001e-05
"2120","Middle Africa","2014",11,2014-03-16,2,0,0,0,0,0,2,80,0,0.025,28625707386.2857,6.98672690603335e-06
"2121","Middle Africa","2014",12,2014-03-23,10,0,0,0,2,2,8,82,0.024390243902439,0.0975609756097561,28625707386.2857,3.49336345301668e-05
"2122","Middle Africa","2014",13,2014-03-30,9,0,2,0,0,2,7,122,0.0163934426229508,0.0573770491803279,28625707386.2857,3.14402710771501e-05
"2123","Middle Africa","2014",14,2014-04-06,17,0,0,0,2,2,15,135,0.0148148148148148,0.111111111111111,28625707386.2857,5.93871787012835e-05
"2124","Middle Africa","2014",15,2014-04-13,20,0,0,0,0,0,20,99,0,0.202020202020202,28625707386.2857,6.98672690603335e-05
"2125","Middle Africa","2014",16,2014-04-20,10,0,1,0,0,1,9,88,0.0113636363636364,0.102272727272727,28625707386.2857,3.49336345301668e-05
"2126","Middle Africa","2014",17,2014-04-27,13,0,1,0,4,5,8,122,0.040983606557377,0.0655737704918033,28625707386.2857,4.54137248892168e-05
"2127","Middle Africa","2014",18,2014-05-04,5,0,0,0,0,0,5,54,0,0.0925925925925926,28625707386.2857,1.74668172650834e-05
"2128","Middle Africa","2014",19,2014-05-11,8,0,4,0,0,4,4,72,0.0555555555555556,0.0555555555555556,28625707386.2857,2.79469076241334e-05
"2129","Middle Africa","2014",20,2014-05-18,13,0,9,0,0,9,4,112,0.0803571428571429,0.0357142857142857,28625707386.2857,4.54137248892168e-05
"2130","Middle Africa","2014",21,2014-05-25,6,0,5,0,0,5,1,104,0.0480769230769231,0.00961538461538462,28625707386.2857,2.09601807181001e-05
